Rating;Year;Date;Player;Salary;Position;Bat_Order;Opp_Pitcher;Opp
5.5;2022;07/05/2022;37.55;B. Rodgers (R);$18;2B;5;COL
5.1;2022;07/05/2022;36.90;Victor Reyes (S);$10;OF;9;DET
4.9;2022;07/05/2022;36.90;Sheldon Neuse (R);$7;3B;8;OAK
5.5;2022;07/05/2022;36.40;Hunter Dozier (R);$13;1B;5;KC
5.5;2022;07/05/2022;36.05;Yonathan Daza (R);$7;OF;8;COL
5.4;2022;07/05/2022;35.40;Jake Hager (R);$7;2B;9;ARI
3.6;2022;07/05/2022;35.25;CJ Abrams (L);$7;SS;9;SD
4.1;2022;07/05/2022;34.95;Sam Haggerty (S);$7;2B;9;SEA
5.5;2022;07/05/2022;34.75;Nicky Lopez (L);$7;3B;9;KC
4.1;2022;07/05/2022;33.95;Dylan Moore (R);$9;1B;8;SEA
3.3;2022;07/05/2022;33.80;B. Anderson (R);$15;3B;6;MIA
3.9;2022;07/05/2022;33.10;Luis Rengifo (S);$7;2B;6;LAA
4.9;2022;07/05/2022;32.60;Elvis Andrus (R);$10;SS;6;OAK
5.5;2022;07/05/2022;32.60;Elias Diaz (R);$11;C;9;COL
3.3;2022;07/05/2022;31.15;Miguel Rojas (R);$14;SS;7;MIA
3.9;2022;07/05/2022;29.80;Max Stassi (R);$7;C;7;LAA
5.6;2022;07/05/2022;28.90;M. Papierski (S);$7;C;9;CIN
4.9;2022;07/05/2022;26.80;Skye Bolt (S);$7;OF;9;OAK
3.9;2022;07/05/2022;26.70;Brandon Marsh (L);$7;OF;8;LAA
3.9;2022;07/05/2022;24.10;A. Velazquez (S);$7;SS;9;LAA
5.5;2022;07/05/2022;23.25;M. Taylor (R);$13;OF;8;KC
4.5;2022;07/06/2022;93.40;Pete Alonso (R);$20;1B;4;NYM
4.5;2022;07/06/2022;92.45;F. Lindor (S);$15;SS;3;NYM
4.5;2022;07/06/2022;91.00;Brandon Nimmo (L);$16;OF;1;NYM
4.9;2022;07/06/2022;90.85;Corey Seager (L);$14;SS;2;TEX
3.5;2022;07/06/2022;89.45;Max Muncy (L);$14;2B;4;LAD
3.8;2022;07/06/2022;89.15;R. Acuna Jr. (R);$18;OF;1;ATL
2.9;2022;07/06/2022;88.25;C. Yelich (L);$19;OF;1;MIL
3.5;2022;07/06/2022;86.95;Justin Turner (R);$16;3B;5;LAD
4.7;2022;07/06/2022;86.75;J.D. Martinez (R);$12;OF;3;BOS
3.3;2022;07/06/2022;86.60;J.T. Realmuto (R);$14;C;5;PHI
3.6;2022;07/06/2022;86.10;Bo Bichette (R);$15;SS;2;TOR
4.1;2022;07/06/2022;86.05;Brandon Belt (L);$9;1B;4;SF
3.3;2022;07/06/2022;85.75;N. Castellanos (R);$11;OF;3;PHI
4.1;2022;07/06/2022;85.75;Joc Pederson (L);$16;OF;2;SF
4.1;2022;07/06/2022;85.60;M. Yastrzemski (L);$11;OF;5;SF
5.8;2022;07/06/2022;85.30;J. India (R);$9;2B;1;CIN
4.9;2022;07/06/2022;84.75;Brad Miller (L);$7;OF;7;TEX
4.5;2022;07/06/2022;84.45;Jeff McNeil (L);$16;2B;5;NYM
4.5;2022;07/06/2022;84.05;S. Marte (R);$20;OF;2;NYM
5.1;2022;07/06/2022;83.90;Wander Franco (S);$10;SS;3;TB
3.5;2022;07/06/2022;83.70;F. Freeman (L);$24;1B;3;LAD
3;2022;07/06/2022;83.60;Alex Bregman (R);$16;3B;4;HOU
4.9;2022;07/06/2022;83.55;Kole Calhoun (L);$12;OF;6;TEX
4.9;2022;07/06/2022;83.35;C. Mullins (L);$21;OF;1;BAL
3.8;2022;07/06/2022;83.30;Matt Olson (L);$15;1B;3;ATL
4.7;2022;07/06/2022;83.10;X. Bogaerts (R);$14;SS;4;BOS
3.6;2022;07/06/2022;82.45;Joey Gallo (L);$7;OF;7;NYY
4.2;2022;07/06/2022;82.45;Luis Robert (R);$13;OF;3;CWS
4.5;2022;07/06/2022;82.20;Dominic Smith (L);$7;1B;6;NYM
3.5;2022;07/06/2022;82.00;Mookie Betts (R);$20;OF;1;LAD
3;2022;07/06/2022;81.90;M. Dubon (R);$7;OF;1;HOU
4.9;2022;07/06/2022;81.85;Mitch Garver (R);$16;C;3;TEX
4.1;2022;07/06/2022;81.75;LaMonte Wade (L);$12;OF;1;SF
2.9;2022;07/06/2022;81.25;Luis Urias (R);$13;3B;4;MIL
2.9;2022;07/06/2022;81.10;Willy Adames (R);$16;SS;2;MIL
3.4;2022;07/06/2022;81.10;Jose Ramirez (S);$18;3B;3;CLE
5.1;2022;07/06/2022;80.95;Yandy Diaz (R);$13;3B;2;TB
4.2;2022;07/06/2022;80.95;Tim Anderson (R);$12;SS;1;CWS
3.6;2022;07/06/2022;80.45;G. Torres (R);$16;2B;5;NYY
4.7;2022;07/06/2022;80.00;Trevor Story (R);$12;2B;6;BOS
3.3;2022;07/06/2022;79.95;D. Gregorius (L);$10;SS;6;PHI
3.6;2022;07/06/2022;79.80;Aaron Judge (R);$21;OF;2;NYY
3.6;2022;07/06/2022;79.50;G. Stanton (R);$17;OF;4;NYY
3.4;2022;07/06/2022;78.80;Steven Kwan (L);$10;OF;1;CLE
5.1;2022;07/06/2022;78.80;Josh Lowe (L);$7;OF;1;TB
2.9;2022;07/06/2022;78.05;Rowdy Tellez (L);$17;1B;3;MIL
3.6;2022;07/06/2022;77.95;J. Donaldson (R);$11;3B;6;NYY
4.5;2022;07/06/2022;77.70;L. Guillorme (L);$7;2B;8;NYM
4.1;2022;07/06/2022;77.45;Y. Mercedes (R);$8;C;3;SF
3.3;2022;07/06/2022;76.85;K. Schwarber (L);$23;OF;1;PHI
3;2022;07/06/2022;76.60;Jeremy Peña (R);$16;SS;2;HOU
3.5;2022;07/06/2022;76.55;Trea Turner (R);$23;SS;2;LAD
3.5;2022;07/06/2022;76.50;C. Bellinger (L);$15;OF;7;LAD
4.9;2022;07/06/2022;76.45;Austin Hays (R);$17;OF;4;BAL
3.6;2022;07/06/2022;76.15;V. Guerrero Jr. (R);$20;1B;3;TOR
3.6;2022;07/06/2022;76.15;A. Kirk (R);$21;C;4;TOR
4.1;2022;07/06/2022;76.15;T. La Stella (L);$8;3B;8;SF
4.9;2022;07/06/2022;75.95;Trey Mancini (R);$17;1B;2;BAL
4.9;2022;07/06/2022;75.40;Nate Lowe (L);$18;1B;4;TEX
3.8;2022;07/06/2022;75.20;T. d'Arnaud (R);$15;C;5;ATL
4.9;2022;07/06/2022;75.15;Marcus Semien (R);$23;2B;1;TEX
3.8;2022;07/06/2022;75.05;Eddie Rosario (L);$9;OF;7;ATL
5.8;2022;07/06/2022;75.05;D. Solano (R);$7;3B;5;CIN
3.6;2022;07/06/2022;75.05;T. Hernandez (R);$17;OF;5;TOR
2.9;2022;07/06/2022;74.90;Omar Narvaez (L);$11;C;7;MIL
3;2022;07/06/2022;74.80;Aledmys Diaz (R);$7;SS;6;HOU
4.5;2022;07/06/2022;74.80;E. Escobar (S);$13;3B;7;NYM
4.9;2022;07/06/2022;74.75;Leody Taveras (S);$8;OF;8;TEX
4.5;2022;07/06/2022;74.65;Max Kepler (L);$11;OF;4;MIN
3.3;2022;07/06/2022;74.55;O. Herrera (L);$9;OF;8;PHI
4.2;2022;07/06/2022;74.50;Eloy Jimenez (R);$10;OF;6;CWS
3.8;2022;07/06/2022;74.30;Marcell Ozuna (R);$11;OF;6;ATL
4.2;2022;07/06/2022;74.30;Andrew Vaughn (R);$14;1B;2;CWS
3.8;2022;07/06/2022;74.20;Austin Riley (R);$17;3B;4;ATL
5.8;2022;07/06/2022;73.90;Kyle Farmer (R);$12;SS;4;CIN
4.9;2022;07/06/2022;73.70;Jonah Heim (S);$15;C;5;TEX
4.7;2022;07/06/2022;73.30;C. Vazquez (R);$14;C;2;BOS
3.6;2022;07/06/2022;73.00;M. Carpenter (L);$14;1B;3;NYY
3.6;2022;07/06/2022;72.65;DJ LeMahieu (R);$18;3B;1;NYY
3;2022;07/06/2022;72.30;Y. Alvarez (L);$27;OF;3;HOU
5.1;2022;07/06/2022;72.15;R. Arozarena (R);$15;OF;5;TB
3.3;2022;07/06/2022;70.70;Darick Hall (L);$15;1B;4;PHI
4.6;2022;07/06/2022;70.65;Ketel Marte (S);$16;2B;3;ARI
3.6;2022;07/06/2022;70.60;Cavan Biggio (L);$15;1B;1;TOR
3.4;2022;07/06/2022;70.45;Franmil Reyes (R);$14;OF;4;CLE
4.9;2022;07/06/2022;70.30;Juan Soto (L);$17;OF;2;WSH
4.6;2022;07/06/2022;70.20;Josh Rojas (L);$11;3B;1;ARI
3.4;2022;07/06/2022;70.20;Ernie Clement (R);$7;OF;7;CLE
3.3;2022;07/06/2022;69.50;Alec Bohm (R);$10;3B;7;PHI
5.1;2022;07/06/2022;68.75;Taylor Walls (S);$7;2B;6;TB
3;2022;07/06/2022;68.60;Kyle Tucker (L);$22;OF;5;HOU
4.5;2022;07/06/2022;68.60;Tomas Nido (R);$7;C;9;NYM
4.9;2022;07/06/2022;68.40;A. Santander (S);$19;OF;3;BAL
4.7;2022;07/06/2022;68.05;Alex Verdugo (L);$16;OF;5;BOS
4.2;2022;07/06/2022;68.00;Yoan Moncada (S);$7;3B;7;CWS
4.9;2022;07/06/2022;67.80;A. Rutschman (S);$18;C;5;BAL
3.8;2022;07/06/2022;67.65;D. Swanson (R);$21;SS;2;ATL
4.9;2022;07/06/2022;67.50;Rougned Odor (L);$12;2B;7;BAL
5.8;2022;07/06/2022;67.35;Tommy Pham (R);$19;OF;3;CIN
3.3;2022;07/06/2022;67.25;Rhys Hoskins (R);$24;1B;2;PHI
4.2;2022;07/06/2022;66.70;Gavin Sheets (L);$11;OF;5;CWS
4.2;2022;07/06/2022;66.70;Jose Abreu (R);$19;1B;4;CWS
4.7;2022;07/06/2022;66.20;Jarren Duran (L);$16;OF;1;BOS
4.9;2022;07/06/2022;65.75;C. Culberson (R);$7;3B;9;TEX
3.5;2022;07/06/2022;65.45;Austin Barnes (R);$9;C;9;LAD
2.9;2022;07/06/2022;65.45;Keston Hiura (R);$12;1B;6;MIL
3.4;2022;07/06/2022;65.10;Owen Miller (R);$7;1B;5;CLE
4.5;2022;07/06/2022;64.90;A. Kirilloff (L);$9;OF;5;MIN
3.6;2022;07/06/2022;64.60;K. Higashioka (R);$7;C;9;NYY
4.5;2022;07/06/2022;64.35;Jorge Polanco (S);$16;2B;2;MIN
5.8;2022;07/06/2022;64.30;Brandon Drury (R);$20;3B;2;CIN
3.5;2022;07/06/2022;64.25;Gavin Lux (L);$16;OF;8;LAD
4.5;2022;07/06/2022;64.20;Byron Buxton (R);$22;OF;3;MIN
4.1;2022;07/06/2022;64.10;B. Crawford (L);$14;SS;7;SF
5.1;2022;07/06/2022;63.75;Vidal Brujan (S);$7;OF;9;TB
3.6;2022;07/06/2022;63.70;L. Gurriel (R);$18;OF;6;TOR
5.2;2022;07/06/2022;63.30;MJ Melendez (L);$11;C;3;KC
3.6;2022;07/06/2022;62.75;S. Espinal (R);$8;2B;9;TOR
4.6;2022;07/06/2022;62.75;Alek Thomas (L);$12;OF;2;ARI
5.1;2022;07/06/2022;62.65;Tony Kemp (L);$7;OF;1;OAK
3.5;2022;07/06/2022;62.65;Jake Lamb (L);$14;OF;6;LAD
4.9;2022;07/06/2022;62.20;Tommy Edman (S);$11;SS;1;STL
4.6;2022;07/06/2022;62.15;D. Varsho (L);$11;OF;6;ARI
3;2022;07/06/2022;62.00;Jake Meyers (R);$12;OF;7;HOU
4.5;2022;07/06/2022;61.65;Jose Miranda (R);$8;1B;7;MIN
5.8;2022;07/06/2022;61.65;Nick Senzel (R);$12;OF;7;CIN
3.6;2022;07/06/2022;61.60;Matt Chapman (R);$13;3B;7;TOR
2.9;2022;07/06/2022;61.60;Kolten Wong (L);$20;2B;5;MIL
5.1;2022;07/06/2022;61.35;F. Mejia (S);$8;C;8;TB
2.9;2022;07/06/2022;61.20;Jace Peterson (L);$11;OF;8;MIL
3.4;2022;07/06/2022;61.10;R. Palacios (L);$7;OF;6;CLE
5.1;2022;07/06/2022;60.95;Ji-Man Choi (L);$16;1B;4;TB
4.9;2022;07/06/2022;60.55;Ryan McKenna (R);$7;OF;8;BAL
6.3;2022;07/06/2022;60.55;Kris Bryant (R);$9;OF;2;COL
3.2;2022;07/06/2022;60.40;J. Villar (S);$10;3B;1;LAA
3.6;2022;07/06/2022;60.35;I. Kiner-Falefa (R);$8;SS;8;NYY
2.9;2022;07/06/2022;60.30;J. Davis (R);$7;OF;9;MIL
3.4;2022;07/06/2022;59.75;Amed Rosario (R);$18;SS;2;CLE
3.6;2022;07/06/2022;59.60;Raimel Tapia (L);$10;OF;8;TOR
3.2;2022;07/06/2022;59.30;Mike Trout (R);$24;OF;2;LAA
4.5;2022;07/06/2022;59.20;Luis Arraez (L);$18;2B;1;MIN
3;2022;07/06/2022;58.65;C. McCormick (R);$14;OF;8;HOU
3.8;2022;07/06/2022;58.60;Orlando Arcia (R);$7;2B;8;ATL
4.7;2022;07/06/2022;58.55;C. Arroyo (R);$10;SS;8;BOS
4.9;2022;07/06/2022;57.80;Keibert Ruiz (S);$9;C;5;WSH
5.8;2022;07/06/2022;57.35;Matt Reynolds (R);$10;2B;6;CIN
4.6;2022;07/06/2022;57.25;Buddy Kennedy (R);$7;2B;7;ARI
4.9;2022;07/06/2022;57.00;Ramon Urias (R);$18;3B;6;BAL
5.1;2022;07/06/2022;57.00;K. Hayes (R);$10;3B;1;PIT
4.1;2022;07/06/2022;56.55;David Villar (R);$15;2B;6;SF
4.9;2022;07/06/2022;56.55;C. Hernandez (S);$7;2B;1;WSH
4.6;2022;07/06/2022;56.30;G. Perdomo (S);$7;SS;8;ARI
4.9;2022;07/06/2022;55.85;Nolan Arenado (R);$17;3B;4;STL
5.8;2022;07/06/2022;55.75;Albert Almora (R);$9;OF;8;CIN
3.3;2022;07/06/2022;55.30;Bryson Stott (L);$11;2B;9;PHI
4.9;2022;07/06/2022;55.00;Jorge Mateo (R);$11;SS;9;BAL
5.1;2022;07/06/2022;54.30;Dan Vogelbach (L);$12;1B;4;PIT
5.2;2022;07/06/2022;54.20;W. Merrifield (R);$12;2B;1;KC
3.4;2022;07/06/2022;53.75;Myles Straw (R);$7;OF;9;CLE
4.5;2022;07/06/2022;53.75;Nick Gordon (L);$10;OF;6;MIN
4.6;2022;07/06/2022;53.30;David Peralta (L);$16;OF;5;ARI
4.6;2022;07/06/2022;53.25;C. Walker (R);$18;1B;4;ARI
6.3;2022;07/06/2022;52.95;C. Blackmon (L);$16;OF;1;COL
4.9;2022;07/06/2022;52.80;P. Goldschmidt (R);$21;1B;3;STL
4.5;2022;07/06/2022;51.65;Gio Urshela (R);$10;3B;8;MIN
6.3;2022;07/06/2022;51.55;Ryan McMahon (L);$8;3B;5;COL
4.7;2022;07/06/2022;50.90;F. Cordero (L);$14;1B;7;BOS
4;2022;07/06/2022;50.65;Jesus Aguilar (R);$8;1B;4;MIA
4.7;2022;07/06/2022;49.60;J. Bradley (L);$7;OF;9;BOS
5.2;2022;07/06/2022;49.20;A. Benintendi (L);$12;OF;2;KC
5.2;2022;07/06/2022;49.15;V. Pasquantino (L);$14;1B;4;KC
5.1;2022;07/06/2022;49.05;K. Kiermaier (L);$12;OF;7;TB
4.3;2022;07/06/2022;48.70;Javier Baez (R);$12;SS;2;DET
3.2;2022;07/06/2022;48.65;Taylor Ward (R);$15;OF;4;LAA
4.9;2022;07/06/2022;48.10;Y. Hernandez (L);$7;OF;4;WSH
3;2022;07/06/2022;48.05;M. Maldonado (R);$7;C;9;HOU
4.2;2022;07/06/2022;47.95;Leury Garcia (S);$7;2B;8;CWS
4.3;2022;07/06/2022;47.70;R. Grossman (S);$9;OF;3;DET
5.2;2022;07/06/2022;47.35;E. Olivares (R);$9;OF;6;KC
4.3;2022;07/06/2022;47.25;J. Schoop (R);$7;2B;5;DET
5.1;2022;07/06/2022;47.25;B. Reynolds (S);$17;OF;2;PIT
6.3;2022;07/06/2022;47.00;C.J. Cron (R);$16;1B;4;COL
4.5;2022;07/06/2022;45.90;Ryan Jeffers (R);$8;C;9;MIN
4.9;2022;07/06/2022;45.65;Juan Yepez (R);$13;OF;5;STL
4;2022;07/06/2022;45.60;Joey Wendle (L);$8;3B;2;MIA
4.9;2022;07/06/2022;45.05;Dylan Carlson (S);$14;OF;2;STL
5.8;2022;07/06/2022;45.00;M. Papierski (S);$7;C;9;CIN
5.1;2022;07/06/2022;44.65;Oneil Cruz (L);$14;SS;6;PIT
4.8;2022;07/06/2022;44.35;Rafael Ortega (L);$9;OF;1;CHC
4.9;2022;07/06/2022;44.25;Josh Bell (S);$21;1B;3;WSH
5.1;2022;07/06/2022;44.00;R. Laureano (R);$16;OF;2;OAK
6.3;2022;07/06/2022;43.65;Jose Iglesias (R);$7;SS;6;COL
5.1;2022;07/06/2022;43.65;Stephen Vogt (L);$7;C;5;OAK
5.1;2022;07/06/2022;43.45;S. Piscotty (R);$10;OF;4;OAK
4;2022;07/06/2022;42.65;A. Garcia (R);$8;OF;5;MIA
4.8;2022;07/06/2022;42.50;Ian Happ (S);$13;OF;3;CHC
6.3;2022;07/06/2022;42.35;R. Grichuk (R);$7;OF;7;COL
6.3;2022;07/06/2022;42.00;B. Rodgers (R);$14;2B;3;COL
5.1;2022;07/06/2022;41.85;Seth Brown (L);$13;1B;3;OAK
4.3;2022;07/06/2022;41.80;S. Torkelson (R);$7;1B;8;DET
3.2;2022;07/06/2022;41.65;M. Stefanic (R);$7;2B;6;LAA
5.1;2022;07/06/2022;41.05;Y. Tsutsugo (L);$12;1B;5;PIT
4.9;2022;07/06/2022;41.00;L. V. Garcia (L);$12;SS;6;WSH
4.9;2022;07/06/2022;40.60;Albert Pujols (R);$7;1B;6;STL
6.3;2022;07/06/2022;40.55;E. Montero (R);$7;3B;8;COL
3.4;2022;07/06/2022;40.40;Sandy Leon (S);$7;C;8;CLE
4.8;2022;07/06/2022;40.05;Nico Hoerner (R);$11;SS;2;CHC
4.2;2022;07/06/2022;39.75;Seby Zavala (R);$10;C;9;CWS
5.2;2022;07/06/2022;39.40;Hunter Dozier (R);$12;1B;5;KC
4;2022;07/06/2022;38.75;Jesus Sanchez (L);$7;OF;6;MIA
5.1;2022;07/06/2022;38.45;Ben Gamel (L);$11;OF;7;PIT
3.8;2022;07/06/2022;38.45;M. Harris (L);$15;OF;9;ATL
5.1;2022;07/06/2022;37.60;Vimael Machin (L);$7;3B;7;OAK
4.3;2022;07/06/2022;37.20;M. Cabrera (R);$8;1B;4;DET
5.1;2022;07/06/2022;36.45;Jack Suwinski (L);$16;OF;3;PIT
4.9;2022;07/06/2022;36.40;Edmundo Sosa (R);$7;SS;7;STL
4.9;2022;07/06/2022;36.15;A. Knizner (R);$7;C;9;STL
4.9;2022;07/06/2022;35.80;B. Donovan (L);$13;OF;8;STL
4.6;2022;07/06/2022;35.60;Jose Herrera (S);$7;C;9;ARI
4;2022;07/06/2022;35.55;Jon Berti (R);$15;2B;1;MIA
3.2;2022;07/06/2022;35.25;Jared Walsh (L);$12;1B;7;LAA
5.1;2022;07/06/2022;34.25;Skye Bolt (S);$7;OF;8;OAK
4.3;2022;07/06/2022;34.15;Riley Greene (L);$16;OF;1;DET
4.9;2022;07/06/2022;33.90;E. Adrianza (S);$7;3B;8;WSH
4.9;2022;07/06/2022;33.85;Lane Thomas (R);$9;OF;7;WSH
3.2;2022;07/06/2022;33.25;Luis Rengifo (S);$13;2B;5;LAA
5.1;2022;07/06/2022;32.65;Michael Perez (L);$7;C;8;PIT
5.1;2022;07/06/2022;32.55;Josh VanMeter (L);$7;1B;9;PIT
5.2;2022;07/06/2022;32.55;Nicky Lopez (L);$7;3B;9;KC
3.2;2022;07/06/2022;32.50;Max Stassi (R);$10;C;8;LAA
4.3;2022;07/06/2022;32.50;Willi Castro (S);$10;OF;6;DET
4.8;2022;07/06/2022;31.40;Alfonso Rivas (L);$7;1B;6;CHC
4;2022;07/06/2022;31.40;G. Cooper (R);$14;1B;3;MIA
4.9;2022;07/06/2022;30.15;Victor Robles (R);$7;OF;9;WSH
5.1;2022;07/06/2022;29.90;Elvis Andrus (R);$9;SS;6;OAK
4.3;2022;07/06/2022;29.60;T. Barnhart (L);$7;C;9;DET
5.2;2022;07/06/2022;29.35;E. Rivera (R);$7;3B;8;KC
6.3;2022;07/06/2022;28.70;Brian Serven (R);$7;C;9;COL
4;2022;07/06/2022;28.15;Miguel Rojas (R);$10;SS;8;MIA
4.8;2022;07/06/2022;26.75;P.J. Higgins (R);$7;C;7;CHC
4.3;2022;07/06/2022;26.20;Kody Clemens (L);$7;3B;7;DET
4.8;2022;07/06/2022;24.25;P. Wisdom (R);$14;3B;4;CHC
3.2;2022;07/06/2022;23.05;M. Harrison (R);$8;OF;9;LAA
4.8;2022;07/06/2022;22.90;A. Simmons (R);$7;SS;9;CHC
5.1;2022;07/06/2022;22.60;Nick Allen (R);$7;2B;9;OAK
4;2022;07/06/2022;22.10;J. Stallings (R);$7;C;9;MIA
5.2;2022;07/06/2022;21.65;M. Taylor (R);$13;OF;7;KC
4;2022;07/06/2022;19.05;B. Anderson (R);$12;3B;7;MIA
4.8;2022;07/06/2022;18.95;N. Velazquez (R);$8;OF;5;CHC
4.8;2022;07/06/2022;15.45;C. Morel (R);$14;2B;8;CHC
4.2;2022;07/07/2022;90.70;N. Castellanos (R);$16;OF;3;PHI
4.6;2022;07/07/2022;89.35;Shohei Ohtani (L);$21;OF;3;LAA
3.2;2022;07/07/2022;88.85;A.J. Pollock (R);$8;OF;2;CWS
3.2;2022;07/07/2022;88.75;Luis Robert (R);$15;OF;3;CWS
3.2;2022;07/07/2022;88.65;Tim Anderson (R);$12;SS;1;CWS
4.6;2022;07/07/2022;87.65;J. Villar (S);$9;3B;1;LAA
3.1;2022;07/07/2022;87.30;Mookie Betts (R);$18;OF;1;LAD
3.1;2022;07/07/2022;86.95;Max Muncy (L);$16;2B;5;LAD
3.1;2022;07/07/2022;85.60;F. Freeman (L);$20;1B;3;LAD
3.6;2022;07/07/2022;85.40;T. d'Arnaud (R);$17;C;5;ATL
3.8;2022;07/07/2022;85.30;Brandon Nimmo (L);$15;OF;1;NYM
3.1;2022;07/07/2022;85.30;Will Smith (R);$18;C;4;LAD
3.6;2022;07/07/2022;85.05;R. Acuna Jr. (R);$23;OF;1;ATL
3.8;2022;07/07/2022;84.60;F. Lindor (S);$13;SS;3;NYM
4.9;2022;07/07/2022;84.35;Jordan Luplow (R);$11;OF;1;ARI
3.9;2022;07/07/2022;84.15;J. Donaldson (R);$9;3B;5;NYY
4.6;2022;07/07/2022;84.10;Bo Bichette (R);$15;SS;2;TOR
4.9;2022;07/07/2022;84.00;Ketel Marte (S);$17;2B;3;ARI
3.2;2022;07/07/2022;83.50;Eloy Jimenez (R);$15;OF;5;CWS
4.6;2022;07/07/2022;83.15;Jared Walsh (L);$12;1B;5;LAA
5.5;2022;07/07/2022;83.10;Juan Soto (L);$18;OF;2;WSH
4.2;2022;07/07/2022;82.95;J.T. Realmuto (R);$21;C;5;PHI
4.9;2022;07/07/2022;82.75;Carson Kelly (R);$8;C;6;ARI
4.9;2022;07/07/2022;82.05;Cooper Hummel (S);$8;OF;2;ARI
4.6;2022;07/07/2022;81.80;Mike Trout (R);$23;OF;2;LAA
3.8;2022;07/07/2022;81.70;Pete Alonso (R);$19;1B;4;NYM
3.6;2022;07/07/2022;80.95;Matt Olson (L);$21;1B;3;ATL
4.6;2022;07/07/2022;80.60;Taylor Ward (R);$13;OF;4;LAA
4.6;2022;07/07/2022;80.60;V. Guerrero Jr. (R);$19;1B;3;TOR
3.9;2022;07/07/2022;79.55;G. Stanton (R);$17;OF;4;NYY
4.9;2022;07/07/2022;79.55;Buddy Kennedy (R);$7;2B;5;ARI
3.9;2022;07/07/2022;79.40;G. Torres (R);$17;2B;2;NYY
3.8;2022;07/07/2022;78.65;S. Marte (R);$19;OF;2;NYM
4.2;2022;07/07/2022;78.55;D. Gregorius (L);$14;SS;6;PHI
3.6;2022;07/07/2022;78.30;Marcell Ozuna (R);$17;OF;6;ATL
3.9;2022;07/07/2022;78.10;DJ LeMahieu (R);$18;3B;1;NYY
3.6;2022;07/07/2022;78.00;Austin Riley (R);$23;3B;4;ATL
3.2;2022;07/07/2022;77.75;Yoan Moncada (S);$9;3B;6;CWS
3.1;2022;07/07/2022;77.15;Trea Turner (R);$20;SS;2;LAD
5.5;2022;07/07/2022;77.00;Nelson Cruz (R);$13;1B;4;WSH
4.6;2022;07/07/2022;77.00;A. Kirk (R);$19;C;4;TOR
4.6;2022;07/07/2022;76.65;Luis Rengifo (S);$10;2B;6;LAA
4.7;2022;07/07/2022;76.15;C. Mullins (L);$19;OF;1;BAL
4.7;2022;07/07/2022;75.25;Trey Mancini (R);$16;1B;2;BAL
4.7;2022;07/07/2022;75.15;E. Suarez (R);$11;3B;5;SEA
4.6;2022;07/07/2022;75.15;S. Espinal (R);$11;2B;1;TOR
4.2;2022;07/07/2022;75.00;K. Schwarber (L);$27;OF;1;PHI
4.7;2022;07/07/2022;75.00;J.P. Crawford (L);$9;SS;3;SEA
4.8;2022;07/07/2022;74.10;Kris Bryant (R);$21;OF;2;COL
3.1;2022;07/07/2022;73.90;Justin Turner (R);$16;3B;6;LAD
3.2;2022;07/07/2022;73.50;Gavin Sheets (L);$13;OF;7;CWS
5.5;2022;07/07/2022;73.30;C. Hernandez (S);$7;2B;1;WSH
4.9;2022;07/07/2022;72.80;D. Varsho (L);$10;OF;8;ARI
3.2;2022;07/07/2022;72.35;Jose Abreu (R);$21;1B;4;CWS
3.9;2022;07/07/2022;72.25;Joey Gallo (L);$7;OF;9;NYY
3.1;2022;07/07/2022;72.20;C. Bellinger (L);$12;OF;7;LAD
3.9;2022;07/07/2022;72.15;Aaron Hicks (S);$12;OF;6;NYY
4.7;2022;07/07/2022;71.85;C. Santana (S);$14;1B;4;SEA
4.2;2022;07/07/2022;71.05;Rhys Hoskins (R);$27;1B;2;PHI
3.9;2022;07/07/2022;70.95;M. Carpenter (L);$15;1B;3;NYY
4.8;2022;07/07/2022;70.80;R. Grichuk (R);$13;OF;6;COL
5.5;2022;07/07/2022;70.60;Y. Hernandez (L);$7;OF;5;WSH
3.8;2022;07/07/2022;70.15;E. Escobar (S);$13;3B;5;NYM
4.9;2022;07/07/2022;70.05;Josh Rojas (L);$11;3B;7;ARI
4.8;2022;07/07/2022;69.85;C.J. Cron (R);$23;1B;3;COL
4.8;2022;07/07/2022;69.55;Connor Joe (R);$21;OF;1;COL
4.8;2022;07/07/2022;69.55;Jose Iglesias (R);$14;SS;5;COL
4.2;2022;07/07/2022;69.10;Darick Hall (L);$23;1B;4;PHI
4.2;2022;07/07/2022;69.10;Matt Vierling (R);$14;OF;8;PHI
3.8;2022;07/07/2022;68.80;Mark Canha (R);$12;OF;6;NYM
4.7;2022;07/07/2022;68.55;Austin Hays (R);$16;OF;5;BAL
4.2;2022;07/07/2022;68.50;Mickey Moniak (L);$7;OF;9;PHI
4.7;2022;07/07/2022;68.45;R. Mountcastle (R);$18;1B;4;BAL
4.7;2022;07/07/2022;68.30;A. Santander (S);$16;OF;3;BAL
4.8;2022;07/07/2022;68.25;J.D. Martinez (R);$10;OF;3;BOS
3.6;2022;07/07/2022;68.20;D. Swanson (R);$26;SS;2;ATL
4.9;2022;07/07/2022;67.95;C. Walker (R);$18;1B;4;ARI
4.6;2022;07/07/2022;67.55;Kurt Suzuki (R);$7;C;9;LAA
4.6;2022;07/07/2022;67.40;Brandon Marsh (L);$7;OF;8;LAA
3.8;2022;07/07/2022;67.30;J.D. Davis (R);$9;1B;8;NYM
4.6;2022;07/07/2022;67.10;M. Stefanic (R);$7;2B;7;LAA
