Rating;Year;Date;Player;Salary;Position;Bat_Order;Opp_Pitcher;Opp
4.5;2021;04/01/2021;91.65;Gavin Lux (L);$3800;2B;7;LAD
4.5;2021;04/01/2021;90.60;Mookie Betts (R);$5900;OF;1;LAD
4.5;2021;04/01/2021;90.45;Corey Seager (L);$5600;SS;2;LAD
4.5;2021;04/01/2021;90.15;Justin Turner (R);$4700;3B;3;LAD
4.5;2021;04/01/2021;90.15;C. Bellinger (L);$5800;OF;4;LAD
4.5;2021;04/01/2021;90.00;Max Muncy (L);$5200;1B;5;LAD
3.4;2021;04/01/2021;88.90;Tommy Pham (R);$3100;OF;1;SD
6.7;2021;04/01/2021;87.90;C.J. Cron (R);$3800;1B;5;COL
6.7;2021;04/01/2021;87.60;Raimel Tapia (L);$3400;OF;1;COL
4.5;2021;04/01/2021;85.40;Chris Taylor (R);$4300;2B/OF;2B;OF
6.7;2021;04/01/2021;84.20;Elias Diaz (R);$2700;C;6;COL
3.4;2021;04/01/2021;83.45;Aaron Hicks (S);$3500;OF;3;NYY
6.7;2021;04/01/2021;82.05;C. Blackmon (L);$5000;OF;4;COL
3.8;2021;04/01/2021;81.95;Jorge Soler (R);$2800;OF;5;KC
6.7;2021;04/01/2021;81.55;Josh Fuentes (R);$3400;1B/3B;1B;3B
3.4;2021;04/01/2021;80.95;F. Tatis Jr. (R);$5700;SS;2;SD
6.7;2021;04/01/2021;80.80;Trevor Story (R);$5500;SS;3;COL
3.4;2021;04/01/2021;80.75;J. Cronenworth (L);$3900;2B;6;SD
3.4;2021;04/01/2021;80.40;G. Torres (R);$3900;SS;5;NYY
3.8;2021;04/01/2021;80.10;C. Santana (S);$3600;1B;3;KC
3.3;2021;04/01/2021;79.40;Jordan Luplow (R);$2200;OF;1;CLE
6.7;2021;04/01/2021;79.30;G. Hampson (R);$2900;2B/OF;2B;OF
3.4;2021;04/01/2021;79.15;Manny Machado (R);$5700;3B;3;SD
3.4;2021;04/01/2021;79.00;J. Profar (S);$3200;1B/OF;1B;OF
3.4;2021;04/01/2021;78.70;Aaron Judge (R);$5000;OF;2;NYY
3.4;2021;04/01/2021;78.50;G. Stanton (R);$4400;OF;4;NYY
3.4;2021;04/01/2021;78.40;DJ LeMahieu (R);$5000;2B/3B;2B;3B
3.4;2021;04/01/2021;77.60;A. Meadows (L);$3600;OF;2;TB
3.4;2021;04/01/2021;76.65;Wil Myers (R);$4700;OF;5;SD
3.8;2021;04/01/2021;76.20;A. Benintendi (L);$4000;OF;2;KC
3.4;2021;04/01/2021;75.35;Eric Hosmer (L);$4900;1B;4;SD
3.9;2021;04/01/2021;73.95;Adam Eaton (L);$3500;OF;2;CWS
3.8;2021;04/01/2021;73.65;W. Merrifield (R);$5200;OF;1;KC
3.3;2021;04/01/2021;72.90;Franmil Reyes (R);$3900;OF;5;CLE
4.5;2021;04/01/2021;72.60;Austin Barnes (R);$3800;C;8;LAD
3.4;2021;04/01/2021;72.50;V. Caratini (S);$2600;C;8;SD
6.7;2021;04/01/2021;72.00;Chris Owings (R);$2800;OF/SS;OF;SS
3.9;2021;04/01/2021;71.65;Nick Madrigal (R);$2600;2B;9;CWS
3.3;2021;04/01/2021;71.50;Jose Ramirez (S);$5600;3B;3;CLE
3.4;2021;04/01/2021;71.05;Yandy Diaz (R);$3500;1B/3B;1B;3B
3.3;2021;04/01/2021;71.00;Josh Naylor (L);$2300;OF;6;CLE
3.7;2021;04/01/2021;70.95;D. Solano (R);$3500;2B;3;SF
3.3;2021;04/01/2021;70.20;Eddie Rosario (L);$4400;OF;4;CLE
3.6;2021;04/01/2021;70.15;Alec Bohm (R);$3100;3B;5;PHI
4.1;2021;04/01/2021;70.15;M. Brantley (L);$3800;OF;2;HOU
3.7;2021;04/01/2021;70.00;M. Yastrzemski (L);$4700;OF;2;SF
3.4;2021;04/01/2021;69.80;Y. Tsutsugo (L);$3300;1B/OF;1B;OF
4.8;2021;04/01/2021;69.35;Joey Gallo (L);$3600;OF;3;TEX
3.3;2021;04/01/2021;69.10;C. Hernandez (S);$4300;2B;2;CLE
5.2;2021;04/01/2021;68.85;Ketel Marte (S);$2700;2B/OF;2B;OF
2.7;2021;04/01/2021;68.80;Joc Pederson (L);$3400;OF;5;CHC
3.6;2021;04/01/2021;68.65;A. McCutchen (R);$3900;OF;1;PHI
4.8;2021;04/01/2021;68.60;David Dahl (L);$2500;OF;2;TEX
3.4;2021;04/01/2021;67.60;Jay Bruce (L);$2300;1B;8;NYY
3.9;2021;04/01/2021;67.55;Y. Grandal (S);$4300;C;5;CWS
3.9;2021;04/01/2021;67.55;Tim Anderson (R);$5000;SS;1;CWS
3.4;2021;04/01/2021;67.35;R. Arozarena (R);$5300;OF;3;TB
3.9;2021;04/01/2021;67.35;Mitch Haniger (R);$3400;OF;1;SEA
3.4;2021;04/01/2021;67.15;Brandon Lowe (L);$4600;2B;4;TB
3.7;2021;04/01/2021;66.95;Austin Slater (R);$3700;OF;1;SF
3.9;2021;04/01/2021;66.85;Yoan Moncada (S);$4600;3B;4;CWS
3.7;2021;04/01/2021;66.65;Brandon Belt (L);$4000;1B;5;SF
4.1;2021;04/01/2021;66.40;Myles Straw (R);$2300;OF;8;HOU
3.8;2021;04/01/2021;66.05;Hunter Dozier (R);$4100;1B/3B;1B;3B
4.8;2021;04/01/2021;65.95;Nick Solak (R);$2900;2B/OF;2B;OF
3.4;2021;04/01/2021;65.50;E. Suarez (R);$4000;3B/SS;3B;SS
3.4;2021;04/01/2021;65.50;Jesse Winker (L);$4000;OF;1;CIN
3.6;2021;04/01/2021;65.50;Jorge Polanco (S);$3300;2B/SS;2B;SS
3.5;2021;04/01/2021;65.50;C. Yelich (L);$5600;OF;3;MIL
3.6;2021;04/01/2021;65.45;Bryce Harper (L);$5500;OF;3;PHI
4.2;2021;04/01/2021;65.00;Mike Trout (R);$6000;OF;3;LAA
4;2021;04/01/2021;64.95;Mark Canha (R);$4300;OF;1;OAK
4;2021;04/01/2021;64.95;R. Laureano (R);$4100;OF;2;OAK
3.8;2021;04/01/2021;64.90;S. Perez (R);$5200;C;4;KC
4.1;2021;04/01/2021;64.75;Kyle Tucker (L);$4000;OF;4;HOU
4.2;2021;04/01/2021;64.70;Shohei Ohtani (L);$4500;1B/OF;1B;OF
3.4;2021;04/01/2021;64.50;Gio Urshela (R);$4300;3B;6;NYY
2.7;2021;04/01/2021;64.25;Anthony Rizzo (L);$4800;1B;3;CHC
3.5;2021;04/01/2021;64.15;Kolten Wong (L);$4100;2B;1;MIL
3.8;2021;04/01/2021;64.05;Nicky Lopez (L);$2100;2B;9;KC
3.6;2021;04/01/2021;64.00;Rhys Hoskins (R);$5000;1B;2;PHI
5.2;2021;04/01/2021;63.95;Josh Rojas (L);$2600;2B/SS;2B;SS
2.7;2021;04/01/2021;63.90;Ian Happ (S);$4400;OF;1;CHC
3.9;2021;04/01/2021;63.70;Evan White (R);$2900;1B;4;SEA
3.4;2021;04/01/2021;63.25;M. Moustakas (L);$4000;2B/3B;2B;3B
3.6;2021;04/01/2021;63.15;Max Kepler (L);$3800;OF;5;MIN
5.2;2021;04/01/2021;62.75;David Peralta (L);$2800;OF;4;ARI
3.8;2021;04/01/2021;62.70;M. Taylor (R);$2400;OF;8;KC
4.8;2021;04/01/2021;62.70;Leody Taveras (S);$2900;OF;8;TEX
4.8;2021;04/01/2021;62.55;Nate Lowe (L);$3500;1B;5;TEX
4.1;2021;04/01/2021;62.35;Alex Bregman (R);$5700;3B;3;HOU
3.9;2021;04/01/2021;62.30;Jose Abreu (R);$5400;1B;3;CWS
3.4;2021;04/01/2021;62.25;K. Kiermaier (L);$2900;OF;6;TB
3.4;2021;04/01/2021;62.20;Nick Senzel (R);$2700;OF;6;CIN
4.8;2021;04/01/2021;62.00;I. Kiner-Falefa (R);$3500;3B/SS;3B;SS
3.7;2021;04/01/2021;61.85;Wilmer Flores (R);$3700;1B/2B;1B;2B
4;2021;04/01/2021;61.65;F. Freeman (L);$5400;1B;3;ATL
3.7;2021;04/01/2021;61.50;Tommy Edman (S);$4200;2B/3B;2B;3B
3.9;2021;04/01/2021;61.20;Luis Robert (R);$4600;OF;7;CWS
4.1;2021;04/01/2021;61.10;Y. Alvarez (L);$4900;OF;6;HOU
4.2;2021;04/01/2021;60.95;C. Dickerson (L);$2700;OF;1;MIA
3.7;2021;04/01/2021;60.65;Dylan Carlson (S);$2900;OF;7;STL
4.1;2021;04/01/2021;60.45;Jose Altuve (R);$5500;2B;1;HOU
4.1;2021;04/01/2021;60.45;Y. Gurriel (R);$3300;1B;7;HOU
3.7;2021;04/01/2021;60.35;Evan Longoria (R);$3800;3B;4;SF
3.6;2021;04/01/2021;60.15;Luis Arraez (L);$4800;2B/3B;2B;3B
4.2;2021;04/01/2021;60.05;A. Rendon (R);$5600;3B;4;LAA
4.2;2021;04/01/2021;60.00;Justin Upton (R);$3400;OF;5;LAA
4;2021;04/01/2021;59.90;M. Moreland (L);$3500;1B;5;OAK
3.7;2021;04/01/2021;59.75;P. Goldschmidt (R);$5100;1B;2;STL
3.7;2021;04/01/2021;59.65;Nolan Arenado (R);$5300;3B;3;STL
4;2021;04/01/2021;59.60;Ozzie Albies (S);$5000;2B;2;ATL
4.7;2021;04/01/2021;59.40;Bo Bichette (R);$4900;SS;3;TOR
4;2021;04/01/2021;59.30;R. Acuna Jr. (R);$6000;OF;1;ATL
4;2021;04/01/2021;58.55;Jed Lowrie (S);$2700;2B;6;OAK
2.7;2021;04/01/2021;58.50;Kris Bryant (R);$5000;3B;4;CHC
3.8;2021;04/01/2021;58.45;Kyle Isbel (L);$2100;OF;7;KC
4;2021;04/01/2021;58.35;Matt Olson (L);$5000;1B;3;OAK
3.7;2021;04/01/2021;58.15;Tyler O'Neill (R);$3300;OF;5;STL
3.4;2021;04/01/2021;58.00;Gary Sanchez (R);$4400;C;7;NYY
3.4;2021;04/01/2021;57.80;Joey Votto (L);$4700;1B;3;CIN
3.5;2021;04/01/2021;57.80;A. Garcia (R);$3300;OF;4;MIL
3.5;2021;04/01/2021;57.55;Keston Hiura (R);$4700;1B/2B;1B;2B
4.3;2021;04/01/2021;57.20;R. Grossman (S);$2700;OF;1;DET
3.3;2021;04/01/2021;57.15;Yu Chang (R);$2200;1B/3B;1B;3B
2.7;2021;04/01/2021;56.80;W. Contreras (R);$5000;C;2;CHC
3.3;2021;04/01/2021;56.80;A. Gimenez (L);$3800;SS;9;CLE
3.7;2021;04/01/2021;56.50;Paul DeJong (R);$4400;SS;4;STL
3.9;2021;04/01/2021;56.50;Jake Fraley (L);$2100;OF;7;SEA
5.2;2021;04/01/2021;56.30;Pavin Smith (L);$2200;1B/OF;1B;OF
3.5;2021;04/01/2021;56.20;Lorenzo Cain (R);$3200;OF;6;MIL
3.9;2021;04/01/2021;56.05;Leury Garcia (S);$3600;3B/OF;3B;OF
3.7;2021;04/01/2021;56.05;M. Dubon (R);$2800;OF/SS;OF;SS
4.8;2021;04/01/2021;56.05;Brock Holt (L);$2100;3B/OF;3B;OF
3.9;2021;04/01/2021;55.80;Ty France (R);$4200;1B/2B;1B;2B
3.6;2021;04/01/2021;55.55;J. Donaldson (R);$4500;3B;2;MIN
3.9;2021;04/01/2021;55.45;Zack Collins (L);$2300;C;8;CWS
3.5;2021;04/01/2021;55.40;Omar Narvaez (L);$3000;C;7;MIL
3.9;2021;04/01/2021;55.20;Kyle Seager (L);$4800;3B;3;SEA
4;2021;04/01/2021;55.10;Matt Chapman (R);$5200;3B;4;OAK
3.6;2021;04/01/2021;55.05;Adam Haseley (L);$2100;OF;8;PHI
4.2;2021;04/01/2021;55.05;D. Fletcher (R);$4700;2B/3B;2B;3B
4.7;2021;04/01/2021;55.00;V. Guerrero Jr. (R);$4100;1B/3B;1B;3B
3.6;2021;04/01/2021;54.85;Byron Buxton (R);$3700;OF;6;MIN
3.3;2021;04/01/2021;54.80;Roberto Perez (R);$2500;C;8;CLE
4.2;2021;04/01/2021;54.65;Albert Pujols (R);$3000;1B;6;LAA
3.7;2021;04/01/2021;54.55;Buster Posey (R);$3200;C;7;SF
4.7;2021;04/01/2021;54.50;Marcus Semien (R);$4100;2B;1;TOR
4.2;2021;04/01/2021;54.40;Jesus Aguilar (R);$3500;1B;3;MIA
3.6;2021;04/01/2021;54.35;J.T. Realmuto (R);$5500;C;4;PHI
3.9;2021;04/01/2021;54.25;Dylan Moore (R);$4300;2B;6;SEA
4;2021;04/01/2021;54.10;Chad Pinder (R);$2500;3B/OF;3B;OF
3.4;2021;04/01/2021;53.90;Clint Frazier (R);$4200;OF;9;NYY
4.3;2021;04/01/2021;53.90;Willi Castro (S);$3300;SS;3;DET
4.2;2021;04/01/2021;53.80;S. Marte (R);$4900;OF;2;MIA
3.9;2021;04/01/2021;53.80;K. Hayes (R);$4400;3B;2;PIT
4.8;2021;04/01/2021;53.65;Eli White (R);$2100;OF;7;TEX
3.6;2021;04/01/2021;53.25;D. Gregorius (L);$4800;SS;6;PHI
3.4;2021;04/01/2021;53.15;N. Castellanos (R);$5100;OF;2;CIN
2.7;2021;04/01/2021;52.60;Jason Heyward (L);$3800;OF;7;CHC
3.9;2021;04/01/2021;52.40;B. Reynolds (S);$3200;OF;3;PIT
2.7;2021;04/01/2021;52.25;David Bote (R);$3200;2B/3B;2B;3B
3.7;2021;04/01/2021;52.10;J. Williams (L);$2100;OF;8;STL
3.6;2021;04/01/2021;52.10;Miguel Sano (R);$3700;1B;4;MIN
4;2021;04/01/2021;52.10;Sean Murphy (R);$3900;C;7;OAK
4;2021;04/01/2021;51.70;Marcell Ozuna (R);$5400;OF;4;ATL
5.2;2021;04/01/2021;50.90;E. Escobar (S);$2800;3B;6;ARI
4.1;2021;04/01/2021;50.85;Carlos Correa (R);$5100;SS;5;HOU
3.7;2021;04/01/2021;50.25;Yadier Molina (R);$3400;C;6;STL
3.4;2021;04/01/2021;49.95;Willy Adames (R);$4100;SS;7;TB
3.9;2021;04/01/2021;49.90;Adam Frazier (L);$3400;2B;1;PIT
5.2;2021;04/01/2021;49.85;C. Walker (R);$3800;1B;3;ARI
3.5;2021;04/01/2021;49.70;Travis Shaw (L);$4600;1B/3B;1B;3B
4.7;2021;04/01/2021;49.50;Cavan Biggio (L);$4400;3B;2;TOR
4.3;2021;04/01/2021;49.35;J. Candelario (S);$2900;1B/3B;1B;3B
5.2;2021;04/01/2021;49.25;A. Cabrera (S);$3600;1B/3B;1B;3B
4.3;2021;04/01/2021;49.05;M. Cabrera (R);$2500;1B;4;DET
4.2;2021;04/01/2021;49.00;Jose Iglesias (R);$3400;SS;7;LAA
2.7;2021;04/01/2021;48.95;Javier Baez (R);$5100;SS;6;CHC
4.7;2021;04/01/2021;48.85;L. Gurriel (R);$3800;OF;6;TOR
3.4;2021;04/01/2021;48.80;T. Barnhart (L);$2400;C;8;CIN
4.2;2021;04/01/2021;47.55;Adam Duvall (R);$3400;OF;4;MIA
4;2021;04/01/2021;47.45;Elvis Andrus (R);$3200;SS;9;OAK
4.2;2021;04/01/2021;46.95;B. Anderson (R);$3400;3B;5;MIA
3.6;2021;04/01/2021;46.80;Jean Segura (R);$4500;2B;7;PHI
3.9;2021;04/01/2021;46.75;Kevin Newman (R);$3200;2B/SS;2B;SS
3.7;2021;04/01/2021;45.75;B. Crawford (L);$3700;SS;8;SF
3.9;2021;04/01/2021;45.70;Tom Murphy (R);$2300;C;8;SEA
4.3;2021;04/01/2021;45.50;Wilson Ramos (R);$2400;C;7;DET
4.3;2021;04/01/2021;44.95;J. Schoop (R);$3200;2B;5;DET
3.9;2021;04/01/2021;44.55;Colin Moran (L);$3400;1B;4;PIT
4;2021;04/01/2021;43.60;T. d'Arnaud (R);$4800;C;5;ATL
4.2;2021;04/01/2021;43.20;Dexter Fowler (S);$2900;OF;9;LAA
3.9;2021;04/01/2021;43.10;G. Polanco (L);$2900;OF;6;PIT
4;2021;04/01/2021;42.15;C. Pache (R);$3500;OF;8;ATL
3.4;2021;04/01/2021;41.60;J. India (R);$3200;2B;7;CIN
4.7;2021;04/01/2021;41.25;T. Hernandez (R);$4900;OF;4;TOR
3.5;2021;04/01/2021;41.10;Luis Urias (R);$3000;3B/SS;3B;SS
4.7;2021;04/01/2021;40.80;Rowdy Tellez (L);$3900;1B;7;TOR
4.3;2021;04/01/2021;40.60;Victor Reyes (S);$2600;OF;8;DET
3.9;2021;04/01/2021;40.50;A. Alford (R);$3000;OF;8;PIT
5.2;2021;04/01/2021;40.45;Stephen Vogt (L);$2600;C;8;ARI
4.2;2021;04/01/2021;40.20;Miguel Rojas (R);$3400;SS;8;MIA
4.8;2021;04/01/2021;40.20;Jose Trevino (R);$2900;C;9;TEX
4.3;2021;04/01/2021;40.10;Nomar Mazara (L);$1500;OF;6;DET
4.2;2021;04/01/2021;39.40;Jazz Chisholm (L);$2500;2B/SS;2B;SS
4.2;2021;04/01/2021;37.95;Jorge Alfaro (R);$2400;C;7;MIA
3.9;2021;04/01/2021;37.10;J. Stallings (R);$2800;C;7;PIT
3.9;2021;04/01/2021;37.10;J.P. Crawford (L);$3900;SS;9;SEA
4.2;2021;04/01/2021;36.65;Max Stassi (R);$3600;C;8;LAA
4.3;2021;04/01/2021;35.75;JaCoby Jones (R);$2200;OF;9;DET
3.6;2021;04/01/2021;35.55;A. Simmons (R);$4200;SS;8;MIN
4;2021;04/01/2021;35.40;Austin Riley (R);$4300;3B/OF;3B;OF
3.6;2021;04/01/2021;34.85;Mitch Garver (R);$4200;C;7;MIN
4;2021;04/01/2021;33.95;D. Swanson (R);$5000;SS;6;ATL
4.7;2021;04/01/2021;30.90;R. Grichuk (R);$3900;OF;8;TOR
3.4;2021;04/01/2021;29.60;Mike Zunino (R);$4100;C;8;TB
4.7;2021;04/01/2021;27.90;Danny Jansen (R);$3700;C;9;TOR
4.1;2021;04/01/2021;24.80;M. Maldonado (R);$4000;C;9;HOU
4.7;2021;04/02/2021;91.50;C. Bellinger (L);$5700;OF;4;LAD
7.5;2021;04/02/2021;90.45;C.J. Cron (R);$3500;1B;5;COL
4.7;2021;04/02/2021;90.15;Max Muncy (L);$5300;1B;5;LAD
7.5;2021;04/02/2021;90.05;Raimel Tapia (L);$3200;OF;1;COL
4.7;2021;04/02/2021;89.40;Corey Seager (L);$5800;SS;2;LAD
4.7;2021;04/02/2021;89.30;Gavin Lux (L);$4100;2B;8;LAD
4.7;2021;04/02/2021;89.05;Mookie Betts (R);$6200;OF;1;LAD
4.7;2021;04/02/2021;87.85;Justin Turner (R);$5300;3B;3;LAD
4.7;2021;04/02/2021;87.10;A.J. Pollock (R);$4800;OF;7;LAD
7.5;2021;04/02/2021;86.65;Josh Fuentes (R);$3000;1B/3B;1B;3B
4.7;2021;04/02/2021;86.55;Will Smith (R);$5200;C;6;LAD
3.3;2021;04/02/2021;84.80;Tommy Pham (R);$3200;OF;1;SD
7.5;2021;04/02/2021;84.55;Ryan McMahon (L);$3600;2B/3B;2B;3B
7.5;2021;04/02/2021;83.50;Trevor Story (R);$5300;SS;3;COL
7.5;2021;04/02/2021;83.05;C. Blackmon (L);$5200;OF;4;COL
4.2;2021;04/02/2021;81.40;Mitch Haniger (R);$3100;OF;1;SEA
3.3;2021;04/02/2021;80.45;J. Cronenworth (L);$3400;2B;6;SD
3.3;2021;04/02/2021;79.20;L. Campusano (R);$2200;C;7;SD
4.2;2021;04/02/2021;79.00;Evan White (R);$2700;1B;4;SEA
7.5;2021;04/02/2021;77.45;Dom Nunez (L);$2600;C;8;COL
4.1;2021;04/02/2021;75.85;R. Laureano (R);$3600;OF;2;OAK
4.4;2021;04/02/2021;75.75;D. Solano (R);$3200;2B;3;SF
3.3;2021;04/02/2021;75.45;F. Tatis Jr. (R);$6000;SS;2;SD
3.3;2021;04/02/2021;74.80;Eric Hosmer (L);$4800;1B;4;SD
3.3;2021;04/02/2021;74.30;J. Profar (S);$2900;OF;8;SD
4.4;2021;04/02/2021;74.30;Darin Ruf (R);$2500;OF;5;SF
4.1;2021;04/02/2021;74.15;Justin Upton (R);$3300;OF;5;LAA
4.1;2021;04/02/2021;73.90;Mike Trout (R);$5900;OF;3;LAA
4.1;2021;04/02/2021;73.55;Mark Canha (R);$3800;OF;1;OAK
3.3;2021;04/02/2021;73.40;Manny Machado (R);$5700;3B;3;SD
4.2;2021;04/02/2021;72.45;T. Trammell (L);$2200;OF;5;SEA
4.2;2021;04/02/2021;72.35;Jake Fraley (L);$2300;OF;7;SEA
4.1;2021;04/02/2021;72.10;Shohei Ohtani (L);$4600;1B/OF;1B;OF
4.2;2021;04/02/2021;71.95;Ty France (R);$3800;1B/2B;1B;2B
4.4;2021;04/02/2021;71.90;Austin Slater (R);$3500;OF;1;SF
4.1;2021;04/02/2021;71.50;A. Rendon (R);$5400;3B;4;LAA
4.2;2021;04/02/2021;71.15;Kyle Seager (L);$4700;3B;3;SEA
7.5;2021;04/02/2021;70.35;Chris Owings (R);$3100;2B/OF;2B;OF
4.2;2021;04/02/2021;70.00;Dylan Moore (R);$4400;2B;6;SEA
4.4;2021;04/02/2021;69.75;M. Yastrzemski (L);$5000;OF;2;SF
3.3;2021;04/02/2021;69.05;Wil Myers (R);$4900;OF;5;SD
4.1;2021;04/02/2021;68.60;Jed Lowrie (S);$2500;2B;6;OAK
4.1;2021;04/02/2021;68.60;M. Moreland (L);$3600;1B;5;OAK
4.1;2021;04/02/2021;68.00;D. Fletcher (R);$4600;2B/3B;2B;3B
4.5;2021;04/02/2021;67.40;Nick Madrigal (R);$3000;2B;9;CWS
3.7;2021;04/02/2021;67.15;Jesus Aguilar (R);$3300;1B;3;MIA
4.1;2021;04/02/2021;66.30;Matt Olson (L);$5100;1B;3;OAK
4.1;2021;04/02/2021;65.25;Elvis Andrus (R);$3100;SS;7;OAK
4.1;2021;04/02/2021;64.90;Albert Pujols (R);$2900;1B;6;LAA
4.4;2021;04/02/2021;64.75;Wilmer Flores (R);$3700;1B/2B;1B;2B
4.1;2021;04/02/2021;64.75;Matt Chapman (R);$5200;3B;4;OAK
4.2;2021;04/02/2021;64.65;Luis Torrens (R);$2600;C;8;SEA
4.4;2021;04/02/2021;64.55;Evan Longoria (R);$3700;3B;4;SF
3.8;2021;04/02/2021;64.35;A. Meadows (L);$4100;OF;2;TB
4.5;2021;04/02/2021;64.10;Kyle Tucker (L);$4000;OF;4;HOU
3.7;2021;04/02/2021;63.70;Miguel Rojas (R);$3500;SS;1;MIA
4.5;2021;04/02/2021;63.55;Tim Anderson (R);$5500;SS;1;CWS
4.5;2021;04/02/2021;63.45;Luis Robert (R);$5300;OF;2;CWS
4.8;2021;04/02/2021;63.10;Ketel Marte (S);$3300;2B/OF;2B;OF
4.5;2021;04/02/2021;62.55;M. Brantley (L);$4400;OF;2;HOU
3.7;2021;04/02/2021;61.65;G. Cooper (R);$3400;1B/OF;1B;OF
4.5;2021;04/02/2021;61.25;Myles Straw (R);$2400;OF;8;HOU
4.5;2021;04/02/2021;60.95;Alex Bregman (R);$5800;3B;3;HOU
4.4;2021;04/02/2021;60.80;M. Dubon (R);$2700;OF/SS;OF;SS
4.5;2021;04/02/2021;60.05;Yoan Moncada (S);$4800;3B;4;CWS
4.5;2021;04/02/2021;59.35;Adam Eaton (L);$3400;OF;7;CWS
4.5;2021;04/02/2021;59.35;Andrew Vaughn (R);$2000;1B/OF;1B;OF
4.5;2021;04/02/2021;58.95;Y. Mercedes (R);$2100;C;8;CWS
4.5;2021;04/02/2021;58.85;Jose Abreu (R);$5800;1B;3;CWS
3.8;2021;04/02/2021;58.55;Y. Tsutsugo (L);$3200;1B;1;TB
4.8;2021;04/02/2021;57.80;Tim Locastro (R);$2800;OF;1;ARI
4.1;2021;04/02/2021;57.50;Jose Iglesias (R);$3700;SS;7;LAA
4.5;2021;04/02/2021;57.05;Jose Altuve (R);$5600;2B;1;HOU
4.1;2021;04/02/2021;56.55;Max Stassi (R);$3100;C;8;LAA
3.8;2021;04/02/2021;56.35;Yandy Diaz (R);$4000;1B/3B;1B;3B
3.7;2021;04/02/2021;56.20;B. Anderson (R);$3800;3B;5;MIA
3.8;2021;04/02/2021;55.85;R. Arozarena (R);$5400;OF;3;TB
3.7;2021;04/02/2021;55.80;S. Marte (R);$5500;OF;2;MIA
4.5;2021;04/02/2021;55.60;Y. Gurriel (R);$3600;1B;7;HOU
4.4;2021;04/02/2021;55.45;Buster Posey (R);$3300;C;7;SF
4.5;2021;04/02/2021;55.10;Y. Alvarez (L);$5100;OF;6;HOU
4.8;2021;04/02/2021;54.95;E. Escobar (S);$3200;3B;4;ARI
4.8;2021;04/02/2021;54.35;C. Walker (R);$3400;1B;3;ARI
4.5;2021;04/02/2021;53.65;Y. Grandal (S);$4900;C;6;CWS
3.7;2021;04/02/2021;52.55;Adam Duvall (R);$3500;OF;6;MIA
4.8;2021;04/02/2021;52.35;A. Cabrera (S);$3200;1B/2B;1B;2B
3.8;2021;04/02/2021;52.10;Brandon Lowe (L);$5000;2B;4;TB
4.4;2021;04/02/2021;50.95;B. Crawford (L);$3300;SS;8;SF
4.2;2021;04/02/2021;50.20;J.P. Crawford (L);$4000;SS;9;SEA
4.1;2021;04/02/2021;49.95;Aramis Garcia (R);$2300;C;9;OAK
3.8;2021;04/02/2021;49.30;Manuel Margot (R);$3700;OF;7;TB
4.8;2021;04/02/2021;48.50;Josh Rojas (L);$2700;2B/SS;2B;SS
4.8;2021;04/02/2021;48.15;Carson Kelly (R);$2800;C;6;ARI
3.7;2021;04/02/2021;46.45;Jorge Alfaro (R);$2400;C;8;MIA
4.5;2021;04/02/2021;46.00;Carlos Correa (R);$5400;SS;5;HOU
4.1;2021;04/02/2021;45.75;Dexter Fowler (S);$3600;OF;9;LAA
3.7;2021;04/02/2021;44.75;Jazz Chisholm (L);$2800;2B/SS;2B;SS
4.1;2021;04/02/2021;37.45;Ka'ai Tom (L);$2100;OF;8;OAK
4.8;2021;04/02/2021;35.80;W. Mathisen (R);$2300;3B;8;ARI
3.8;2021;04/02/2021;35.35;Joey Wendle (L);$5100;3B/SS;3B;SS
3.8;2021;04/02/2021;32.80;F. Mejia (S);$3700;C;8;TB
4.5;2021;04/02/2021;23.10;M. Maldonado (R);$4100;C;9;HOU
4.2;2021;04/03/2021;58.55;Jay Bruce (L);$2300;1B;6;NYY
4.2;2021;04/03/2021;58.00;Aaron Hicks (S);$3100;OF;3;NYY
4.9;2021;04/03/2021;57.05;Kris Bryant (R);$5200;3B;2;CHC
4.4;2021;04/03/2021;56.95;F. Cordero (L);$2500;OF;8;BOS
4.9;2021;04/03/2021;56.55;Javier Baez (R);$5400;SS;4;CHC
4.9;2021;04/03/2021;56.35;W. Contreras (R);$5300;C;1;CHC
4;2021;04/03/2021;56.25;Nicky Lopez (L);$2100;2B/SS;2B;SS
4;2021;04/03/2021;56.25;Kyle Isbel (L);$2100;OF;7;KC
4.9;2021;04/03/2021;55.75;J. Marisnick (R);$2800;OF;6;CHC
4.2;2021;04/03/2021;55.75;DJ LeMahieu (R);$5100;2B/3B;2B;3B
4.4;2021;04/03/2021;55.50;X. Bogaerts (R);$5500;SS;4;BOS
4;2021;04/03/2021;55.35;Jorge Soler (R);$3300;OF;5;KC
4.4;2021;04/03/2021;55.15;E. Hernandez (R);$3300;2B/OF;2B;OF
4;2021;04/03/2021;54.05;M. Taylor (R);$2800;OF;6;KC
4;2021;04/03/2021;54.00;W. Merrifield (R);$5200;2B/OF;2B;OF
4.4;2021;04/03/2021;54.00;Rafael Devers (L);$5600;3B;5;BOS
6.3;2021;04/03/2021;53.95;Dustin Fowler (L);$2300;OF;8;PIT
4;2021;04/03/2021;52.55;C. Santana (S);$3800;1B;3;KC
4.2;2021;04/03/2021;52.15;G. Stanton (R);$4500;OF;4;NYY
