Rating;Year;Date;Player;Salary;Position;Bat_Order;Opp_Pitcher;Opp
3.5;2021;06/21/2021;64.10;J. Cronenworth (L);$5100;2B;3;SD
4.2;2021;06/21/2021;63.60;Nate Lowe (L);$4300;1B;5;TEX
3.5;2021;06/21/2021;62.80;Wil Myers (R);$3600;OF;5;SD
3.2;2021;06/21/2021;62.40;Joc Pederson (L);$4800;OF;1;CHC
4.8;2021;06/21/2021;62.25;A. Simmons (R);$3000;SS;9;MIN
3.9;2021;06/21/2021;62.10;Elvis Andrus (R);$3200;SS;7;OAK
4.2;2021;06/21/2021;61.90;Brock Holt (L);$3100;3B;2;TEX
4.2;2021;06/21/2021;61.75;I. Kiner-Falefa (R);$4200;SS;1;TEX
3.2;2021;06/21/2021;60.45;Anthony Rizzo (L);$5000;1B;4;CHC
4.1;2021;06/21/2021;59.75;Gavin Lux (L);$3900;SS;2;LAD
4.1;2021;06/21/2021;59.20;Mookie Betts (R);$5400;OF;1;LAD
3.9;2021;06/21/2021;58.40;Jed Lowrie (S);$4800;2B;6;OAK
3.5;2021;06/21/2021;58.00;Ha-seong Kim (R);$3000;2B/3B;2B;3B
3.9;2021;06/21/2021;57.90;Sean Murphy (R);$3900;C;8;OAK
4.2;2021;06/21/2021;57.85;W. Calhoun (L);$3700;OF;7;TEX
3.2;2021;06/21/2021;57.75;W. Contreras (R);$4100;C;5;CHC
3.2;2021;06/21/2021;57.60;Kris Bryant (R);$5300;3B/OF;3B;OF
3.2;2021;06/21/2021;57.25;Jason Heyward (L);$2500;OF;7;CHC
4.1;2021;06/21/2021;55.90;Matt Beaty (L);$3200;1B/OF;1B;OF
4.2;2021;06/21/2021;55.85;Andy Ibanez (R);$2200;2B/3B;2B;3B
3.8;2021;06/21/2021;52.25;Jose Ramirez (S);$5800;3B;3;CLE
3.8;2021;06/21/2021;52.10;Amed Rosario (R);$4000;SS;2;CLE
3.5;2021;06/21/2021;51.75;V. Caratini (S);$2500;C;8;SD
3.2;2021;06/21/2021;50.25;Eric Sogard (L);$2600;2B;8;CHC
4.2;2021;06/21/2021;49.45;Eli White (R);$2500;OF;8;TEX
6.3;2021;06/21/2021;49.10;S. Wilkerson (S);$2000;2B;8;BAL
4.1;2021;06/21/2021;48.85;Will Smith (R);$4500;C;4;LAD
4.2;2021;06/21/2021;48.75;Jose Trevino (R);$2100;C;9;TEX
3.8;2021;06/21/2021;48.55;Eddie Rosario (L);$4300;OF;4;CLE
3.8;2021;06/21/2021;47.55;H. Ramirez (R);$3000;OF;5;CLE
4.1;2021;06/21/2021;47.40;Justin Turner (R);$5400;3B;3;LAD
4.1;2021;06/21/2021;45.85;Z. McKinstry (L);$3300;3B/OF;3B;OF
3.8;2021;06/21/2021;45.65;C. Hernandez (S);$4900;2B;1;CLE
3.2;2021;06/21/2021;41.20;P. Wisdom (R);$4100;3B;6;CHC
3.8;2021;06/21/2021;40.30;Josh Naylor (L);$3500;1B/OF;1B;OF
4.2;2021;06/21/2021;40.15;Adolis Garcia (R);$4700;OF;3;TEX
3.9;2021;06/21/2021;39.70;Chad Pinder (R);$4500;2B/OF;2B;OF
4.1;2021;06/21/2021;36.65;Zach Reks (L);$2000;OF;8;LAD
3.8;2021;06/21/2021;29.30;Rene Rivera (R);$2800;C;8;CLE
4.1;2021;06/21/2021;28.10;Chris Taylor (R);$5200;2B;6;LAD
3.8;2021;06/21/2021;18.40;Bobby Bradley (L);$4600;1B;6;CLE
4;2021;06/22/2021;91.20;M. Brantley (L);$3900;OF;3;HOU
4;2021;06/22/2021;89.20;Abraham Toro (S);$2100;3B;6;HOU
4;2021;06/22/2021;87.95;Y. Alvarez (L);$4900;OF;5;HOU
2.8;2021;06/22/2021;87.00;Luke Voit (R);$2700;1B;3;NYY
4;2021;06/22/2021;86.40;Myles Straw (R);$2600;OF;8;HOU
3.8;2021;06/22/2021;86.30;Ty France (R);$2900;1B/3B;1B;3B
3.6;2021;06/22/2021;86.10;Javier Baez (R);$4300;SS;3;CHC
4;2021;06/22/2021;83.95;Jose Altuve (R);$5500;2B;1;HOU
4;2021;06/22/2021;83.75;Y. Gurriel (R);$4700;1B;4;HOU
3.8;2021;06/22/2021;82.85;Jake Bauers (L);$2500;1B/OF;1B;OF
4.5;2021;06/22/2021;82.70;R. Laureano (R);$4400;OF;4;OAK
3.6;2021;06/22/2021;82.25;Jason Heyward (L);$2400;OF;7;CHC
4;2021;06/22/2021;82.00;Robel Garcia (S);$3200;2B/3B;2B;3B
3.6;2021;06/22/2021;81.95;Joc Pederson (L);$4700;OF;1;CHC
4.5;2021;06/22/2021;81.60;Mark Canha (R);$4700;OF;1;OAK
3.6;2021;06/22/2021;81.50;J. Marisnick (R);$2300;OF;6;CHC
4.4;2021;06/22/2021;81.45;Taylor Ward (R);$2800;OF;3;LAA
2.8;2021;06/22/2021;81.10;G. Torres (R);$3500;SS;6;NYY
3.8;2021;06/22/2021;80.95;J.P. Crawford (L);$3700;SS;1;SEA
4.5;2021;06/22/2021;80.35;Matt Chapman (R);$4700;3B;2;OAK
3.6;2021;06/22/2021;80.15;S. Alcantara (S);$2400;2B/SS;2B;SS
4.6;2021;06/22/2021;80.00;R. Grossman (S);$3300;OF;1;DET
3.6;2021;06/22/2021;79.95;W. Contreras (R);$4100;C;4;CHC
4.6;2021;06/22/2021;79.90;M. Cabrera (R);$2600;1B;4;DET
3.6;2021;06/22/2021;79.80;Kris Bryant (R);$5200;3B/OF;3B;OF
4.4;2021;06/22/2021;79.35;Shohei Ohtani (L);$5400;1B/OF;1B;OF
5.1;2021;06/22/2021;79.25;Joey Gallo (L);$4400;OF;4;TEX
4.5;2021;06/22/2021;78.95;Chad Pinder (R);$3400;OF;5;OAK
4.4;2021;06/22/2021;78.90;Justin Upton (R);$4000;OF;1;LAA
2.8;2021;06/22/2021;78.70;DJ LeMahieu (R);$5000;1B/2B;1B;2B
4.4;2021;06/22/2021;78.70;A. Rendon (R);$4400;3B;5;LAA
3.8;2021;06/22/2021;78.45;Kyle Seager (L);$4300;3B;3;SEA
4.5;2021;06/22/2021;78.20;Matt Olson (L);$5600;1B;3;OAK
5.1;2021;06/22/2021;78.05;Eli White (R);$2700;OF;2;TEX
4.4;2021;06/22/2021;78.00;Dylan Carlson (S);$3300;OF;2;STL
3.8;2021;06/22/2021;77.85;Mitch Haniger (R);$5000;OF;2;SEA
3.8;2021;06/22/2021;77.50;Dylan Moore (R);$3100;2B;8;SEA
4;2021;06/22/2021;77.00;C. McCormick (R);$3100;OF;7;HOU
2.8;2021;06/22/2021;76.75;Clint Frazier (R);$2500;OF;7;NYY
3.7;2021;06/22/2021;76.45;C. Yelich (L);$5300;OF;3;MIL
4.6;2021;06/22/2021;76.45;J. Candelario (S);$3100;3B;3;DET
4.4;2021;06/22/2021;76.15;P. Goldschmidt (R);$4800;1B;3;STL
4.7;2021;06/22/2021;75.90;Austin Slater (R);$3000;OF;1;SF
5.1;2021;06/22/2021;75.65;Andy Ibanez (R);$2400;2B/3B;2B;3B
3.8;2021;06/22/2021;75.50;Jake Fraley (L);$3700;OF;7;SEA
2.8;2021;06/22/2021;75.35;Aaron Judge (R);$5700;OF;2;NYY
4.5;2021;06/22/2021;74.85;Sean Murphy (R);$4000;C;7;OAK
4.4;2021;06/22/2021;74.25;Tyler O'Neill (R);$3300;OF;5;STL
4.5;2021;06/22/2021;73.65;Jed Lowrie (S);$4200;2B;6;OAK
3.7;2021;06/22/2021;73.30;Kolten Wong (L);$4500;2B;1;MIL
4.6;2021;06/22/2021;73.30;Willi Castro (S);$2400;2B;7;DET
4.4;2021;06/22/2021;73.05;Tommy Edman (S);$5100;OF;1;STL
3.6;2021;06/22/2021;72.85;P. Wisdom (R);$4000;3B;5;CHC
3.7;2021;06/22/2021;72.55;Dan Vogelbach (L);$3900;1B;2;MIL
5.6;2021;06/22/2021;72.55;Austin Hays (R);$3000;OF;5;BAL
3.7;2021;06/22/2021;72.15;S. Marte (R);$4000;OF;2;MIA
5.1;2021;06/22/2021;72.15;I. Kiner-Falefa (R);$4600;SS;1;TEX
2.8;2021;06/22/2021;72.00;Gio Urshela (R);$4600;3B;5;NYY
3.3;2021;06/22/2021;71.95;Tim Anderson (R);$4700;SS;1;CWS
4.8;2021;06/22/2021;71.90;Raimel Tapia (L);$3400;OF;1;COL
3.3;2021;06/22/2021;71.80;Brian Goodwin (L);$3500;OF;2;CWS
4.6;2021;06/22/2021;71.60;Nomar Mazara (L);$2300;OF;6;DET
3.8;2021;06/22/2021;71.50;Tom Murphy (R);$3500;C;6;SEA
4.4;2021;06/22/2021;71.20;Nolan Arenado (R);$5800;3B;4;STL
4.4;2021;06/22/2021;71.10;Jared Walsh (L);$5000;1B;4;LAA
5.1;2021;06/22/2021;71.05;W. Calhoun (L);$3900;OF;7;TEX
4.4;2021;06/22/2021;70.95;Luis Rengifo (S);$2100;3B/OF;3B;OF
5.6;2021;06/22/2021;70.70;Freddy Galvis (S);$3000;SS;2;BAL
4.8;2021;06/22/2021;70.60;Yonathan Daza (R);$3100;OF;2;COL
4.7;2021;06/22/2021;70.25;Darin Ruf (R);$4300;1B/OF;1B;OF
3.7;2021;06/22/2021;70.25;Yandy Diaz (R);$3200;1B/3B;1B;3B
5.6;2021;06/22/2021;70.25;C. Mullins (L);$4600;OF;1;BAL
4.4;2021;06/22/2021;69.75;Paul DeJong (R);$2800;SS;8;STL
5.1;2021;06/22/2021;69.40;Nick Solak (R);$4100;2B;6;TEX
3.6;2021;06/22/2021;69.25;Jeff McNeil (L);$2500;2B;1;NYM
4.6;2021;06/22/2021;69.00;J. Schoop (R);$4800;1B/2B;1B;2B
4.5;2021;06/22/2021;68.90;Elvis Andrus (R);$3200;SS;8;OAK
3.8;2021;06/22/2021;68.85;Shed Long (L);$2800;2B/OF;2B;OF
3.7;2021;06/22/2021;68.80;Manuel Margot (R);$2700;OF;5;TB
5.6;2021;06/22/2021;68.65;R. Mountcastle (R);$4100;1B/OF;1B;OF
4.8;2021;06/22/2021;68.45;C. Blackmon (L);$4300;OF;3;COL
4.4;2021;06/22/2021;68.30;Yadier Molina (R);$3600;C;6;STL
3.7;2021;06/22/2021;68.00;R. Arozarena (R);$4600;OF;4;TB
4.4;2021;06/22/2021;67.80;Edmundo Sosa (R);$2800;2B/SS;2B;SS
3.7;2021;06/22/2021;67.70;A. Garcia (R);$4300;OF;4;MIL
5.6;2021;06/22/2021;67.70;DJ Stewart (L);$2600;OF;7;BAL
4.7;2021;06/22/2021;67.65;M. Yastrzemski (L);$5500;OF;2;SF
4.4;2021;06/22/2021;67.05;David Peralta (L);$2500;OF;4;ARI
4.5;2021;06/22/2021;66.80;Skye Bolt (S);$2000;OF;9;OAK
2.8;2021;06/22/2021;66.70;Brett Gardner (L);$3000;OF;9;NYY
3.3;2021;06/22/2021;66.65;Jose Abreu (R);$5200;1B;4;CWS
4.4;2021;06/22/2021;65.75;Jose Iglesias (R);$3500;SS;7;LAA
5.1;2021;06/22/2021;65.75;Jose Trevino (R);$2300;C;8;TEX
4.8;2021;06/22/2021;65.50;Trevor Story (R);$5400;SS;4;COL
3.7;2021;06/22/2021;65.45;Omar Narvaez (L);$4300;C;5;MIL
3.7;2021;06/22/2021;65.35;Mookie Betts (R);$5400;OF;1;LAD
4.4;2021;06/22/2021;65.15;Max Stassi (R);$3900;C;6;LAA
5.6;2021;06/22/2021;64.85;Trey Mancini (R);$5100;1B;3;BAL
2.8;2021;06/22/2021;64.80;G. Stanton (R);$6000;OF;4;NYY
3.7;2021;06/22/2021;64.75;Jesus Aguilar (R);$3600;1B;3;MIA
3.7;2021;06/22/2021;64.55;Adam Duvall (R);$3300;OF;4;MIA
3.9;2021;06/22/2021;64.25;Alex Verdugo (L);$4000;OF;2;BOS
3.9;2021;06/22/2021;64.20;Manny Machado (R);$4400;3B;4;SD
3.3;2021;06/22/2021;64.15;Yoan Moncada (S);$5100;3B;3;CWS
3.7;2021;06/22/2021;64.15;Wander Franco (S);$2000;SS;2;TB
4.4;2021;06/22/2021;63.95;Ketel Marte (S);$4800;OF;2;ARI
3.8;2021;06/22/2021;63.80;G. Springer (R);$3900;OF;5;TOR
4.4;2021;06/22/2021;63.80;D. Fletcher (R);$2800;2B;9;LAA
3.9;2021;06/22/2021;63.30;J.D. Martinez (R);$4800;OF;3;BOS
4.8;2021;06/22/2021;63.20;C.J. Cron (R);$4000;1B;5;COL
4.4;2021;06/22/2021;62.80;Pavin Smith (L);$3400;1B/OF;1B;OF
3.7;2021;06/22/2021;62.65;A. Meadows (L);$4800;OF;3;TB
4.4;2021;06/22/2021;62.55;Josh Rojas (L);$3900;2B/SS;2B;SS
3.9;2021;06/22/2021;62.40;Danny Santana (S);$2700;1B/OF;1B;OF
5;2021;06/22/2021;62.25;Amed Rosario (R);$3900;SS;2;CLE
5.1;2021;06/22/2021;62.00;Adolis Garcia (R);$4900;OF;3;TEX
5.6;2021;06/22/2021;61.90;Maikel Franco (R);$3500;3B;6;BAL
4.7;2021;06/22/2021;61.65;Brandon Belt (L);$5100;1B;5;SF
4.6;2021;06/22/2021;61.65;Harold Castro (L);$2300;3B/SS;3B;SS
4.6;2021;06/22/2021;61.65;Akil Baddoo (L);$2300;OF;5;DET
3.9;2021;06/22/2021;61.60;Tommy Pham (R);$4400;OF;1;SD
3.7;2021;06/22/2021;61.60;Miguel Rojas (R);$3300;SS;5;MIA
4.7;2021;06/22/2021;61.55;Wilmer Flores (R);$4800;3B;6;SF
3.3;2021;06/22/2021;61.20;Danny Mendick (R);$3000;2B;8;CWS
3.3;2021;06/22/2021;61.05;Leury Garcia (S);$3100;3B/OF;3B;OF
4.4;2021;06/22/2021;61.05;D. Varsho (L);$2200;C/OF;C;OF
5;2021;06/22/2021;61.00;Jose Ramirez (S);$5700;3B;3;CLE
3.9;2021;06/22/2021;60.90;X. Bogaerts (R);$4900;SS;4;BOS
5;2021;06/22/2021;60.80;Eddie Rosario (L);$4200;OF;4;CLE
3.7;2021;06/22/2021;60.75;Willy Adames (R);$4200;SS;6;MIL
4;2021;06/22/2021;60.70;M. Maldonado (R);$2700;C;9;HOU
4.4;2021;06/22/2021;60.70;Josh VanMeter (L);$3200;2B;3;ARI
3.7;2021;06/22/2021;60.35;Albert Pujols (R);$3300;1B;4;LAD
3.6;2021;06/22/2021;60.35;F. Lindor (S);$4500;SS;2;NYM
3.3;2021;06/22/2021;60.35;O. Herrera (L);$3100;OF;1;PHI
3.9;2021;06/22/2021;60.30;J. Cronenworth (L);$4700;2B;3;SD
3.3;2021;06/22/2021;60.25;Bryce Harper (L);$4800;OF;4;PHI
3.3;2021;06/22/2021;59.90;K. Schwarber (L);$3300;OF;1;WSH
4.3;2021;06/22/2021;59.90;B. Reynolds (S);$3100;OF;3;PIT
3.7;2021;06/22/2021;59.55;J. Bradley (L);$2600;OF;8;MIL
3.3;2021;06/22/2021;59.55;Andrew Vaughn (R);$3200;OF;5;CWS
2.8;2021;06/22/2021;58.95;K. Higashioka (R);$3100;C;8;NYY
3.7;2021;06/22/2021;58.30;Jon Berti (R);$2900;2B/3B;2B;3B
3.3;2021;06/22/2021;58.25;Juan Soto (L);$5600;OF;3;WSH
3.5;2021;06/22/2021;58.20;Ozzie Albies (S);$5000;2B;3;ATL
4.7;2021;06/22/2021;58.10;M. Dubon (R);$3600;2B/SS;2B;SS
4.7;2021;06/22/2021;57.95;Buster Posey (R);$5100;C;4;SF
5.1;2021;06/22/2021;57.90;C. Culberson (R);$3200;1B/3B;1B;3B
3.7;2021;06/22/2021;57.70;Jesus Sanchez (L);$2000;OF;6;MIA
5;2021;06/22/2021;57.50;C. Hernandez (S);$4600;2B;1;CLE
3.5;2021;06/22/2021;57.50;A. Almonte (S);$3500;OF;4;ATL
3.6;2021;06/22/2021;57.30;B. McKinney (L);$2500;OF;3;NYM
4.3;2021;06/22/2021;57.25;K. Hayes (R);$4500;3B;2;PIT
3.5;2021;06/22/2021;56.60;R. Acuna Jr. (R);$6500;OF;1;ATL
4.8;2021;06/22/2021;56.60;G. Hampson (R);$4000;2B/OF;2B;OF
4.8;2021;06/22/2021;56.30;B. Rodgers (R);$3100;2B/SS;2B;SS
3.7;2021;06/22/2021;56.15;F. Mejia (S);$2500;C;6;TB
5;2021;06/22/2021;55.90;R. Lavarnway (R);$2100;C;7;CLE
3.8;2021;06/22/2021;55.85;Bo Bichette (R);$5900;SS;2;TOR
3.7;2021;06/22/2021;55.85;Jazz Chisholm (L);$3500;2B/SS;2B;SS
3.7;2021;06/22/2021;55.70;A.J. Pollock (R);$2900;OF;7;LAD
4.3;2021;06/22/2021;55.65;Colin Moran (L);$2400;1B;4;PIT
3.6;2021;06/22/2021;55.40;Dominic Smith (L);$3600;OF;4;NYM
3.9;2021;06/22/2021;55.35;F. Tatis Jr. (R);$6300;SS;2;SD
4.3;2021;06/22/2021;55.20;Adam Frazier (L);$4100;2B;1;PIT
3.3;2021;06/22/2021;55.20;Zack Collins (L);$2900;C;7;CWS
4.7;2021;06/22/2021;55.05;D. Solano (R);$4000;2B;8;SF
3.7;2021;06/22/2021;54.55;Luis Urias (R);$4200;2B/3B;2B;3B
3.9;2021;06/22/2021;54.50;Trent Grisham (L);$3700;OF;7;SD
5.6;2021;06/22/2021;54.35;P. Severino (R);$2800;C;8;BAL
3.9;2021;06/22/2021;53.75;Wil Myers (R);$3400;OF;5;SD
3.5;2021;06/22/2021;53.55;F. Freeman (L);$6200;1B;2;ATL
3.7;2021;06/22/2021;52.95;Taylor Walls (S);$2200;SS;8;TB
5;2021;06/22/2021;52.90;Josh Naylor (L);$3500;1B/OF;1B;OF
3.7;2021;06/22/2021;52.85;Justin Turner (R);$5700;3B;3;LAD
3.5;2021;06/22/2021;52.85;Austin Riley (R);$3900;3B;5;ATL
3.5;2021;06/22/2021;52.15;D. Swanson (R);$3400;SS;6;ATL
3.7;2021;06/22/2021;51.80;Will Smith (R);$4500;C;5;LAD
3.8;2021;06/22/2021;51.60;Cavan Biggio (L);$4100;3B/OF;3B;OF
4.8;2021;06/22/2021;51.40;Jorge Soler (R);$3200;OF;5;KC
3.3;2021;06/22/2021;51.35;Alec Bohm (R);$3000;3B;6;PHI
3.6;2021;06/22/2021;51.25;Kevin Pillar (R);$3100;OF;6;NYM
3.3;2021;06/22/2021;51.20;Josh Bell (S);$3500;1B;4;WSH
3.8;2021;06/22/2021;51.15;T. Hernandez (R);$4300;OF;4;TOR
3.7;2021;06/22/2021;51.10;Jorge Alfaro (R);$2300;C;7;MIA
3.3;2021;06/22/2021;50.85;Trea Turner (R);$6100;SS;2;WSH
4.8;2021;06/22/2021;50.55;W. Merrifield (R);$4900;2B/OF;2B;OF
4.4;2021;06/22/2021;50.55;C. Walker (R);$3400;1B;6;ARI
4.8;2021;06/22/2021;50.50;C. Santana (S);$4100;1B;2;KC
3.8;2021;06/22/2021;50.15;Marcus Semien (R);$5200;2B/SS;2B;SS
3.9;2021;06/22/2021;49.95;Rafael Devers (L);$5300;3B;5;BOS
3.7;2021;06/22/2021;49.75;K. Kiermaier (L);$2000;OF;9;TB
3.9;2021;06/22/2021;49.50;H. Renfroe (R);$3600;OF;6;BOS
4.6;2021;06/22/2021;49.50;Jake Rogers (R);$2800;C;9;DET
5.6;2021;06/22/2021;49.30;Pat Valaika (R);$2400;2B;9;BAL
4.3;2021;06/22/2021;49.00;G. Polanco (L);$2700;OF;6;PIT
3.8;2021;06/22/2021;49.00;L. Gurriel (R);$3600;OF;7;TOR
4.7;2021;06/22/2021;48.95;B. Crawford (L);$4400;SS;7;SF
4.8;2021;06/22/2021;48.90;Ryan O'Hearn (L);$2000;1B;4;KC
3.5;2021;06/22/2021;48.55;E. Inciarte (L);$2500;OF;8;ATL
4.3;2021;06/22/2021;48.50;Kevin Newman (R);$2100;SS;8;PIT
3.3;2021;06/22/2021;48.30;Victor Robles (R);$2200;OF;8;WSH
4.8;2021;06/22/2021;48.10;Dom Nunez (L);$2600;C;9;COL
3.7;2021;06/22/2021;48.05;Brandon Lowe (L);$4300;2B;7;TB
3.8;2021;06/22/2021;48.00;Reese McGuire (L);$2000;C;8;TOR
3.9;2021;06/22/2021;47.80;E. Hernandez (R);$3400;2B/OF;2B;OF
3.8;2021;06/22/2021;47.50;V. Guerrero Jr. (R);$6700;1B;3;TOR
3.3;2021;06/22/2021;47.30;Brad Miller (L);$2600;2B/OF;2B;OF
3.3;2021;06/22/2021;47.30;Rhys Hoskins (R);$4400;1B;2;PHI
3.6;2021;06/22/2021;47.05;L. Guillorme (L);$2500;2B/3B;2B;3B
5;2021;06/22/2021;46.75;B. Zimmer (L);$2000;OF;8;CLE
3.7;2021;06/22/2021;46.45;Max Muncy (L);$5400;1B/2B;1B;2B
4.3;2021;06/22/2021;46.30;Phillip Evans (R);$2600;1B/OF;1B;OF
3.7;2021;06/22/2021;46.20;Steven Souza (R);$2100;OF;8;LAD
3.9;2021;06/22/2021;45.40;C. Vazquez (R);$3400;C;7;BOS
3.3;2021;06/22/2021;45.40;J.T. Realmuto (R);$4800;C;3;PHI
3.5;2021;06/22/2021;45.25;W. Contreras (R);$3300;C;7;ATL
4.3;2021;06/22/2021;45.20;J. Stallings (R);$3300;C;5;PIT
3.6;2021;06/22/2021;44.70;Albert Almora (R);$2000;OF;8;NYM
4.8;2021;06/22/2021;44.50;Hunter Dozier (R);$2600;1B/OF;1B;OF
3.7;2021;06/22/2021;44.35;Chris Taylor (R);$5300;2B;2;LAD
3.3;2021;06/22/2021;43.90;A. McCutchen (R);$3800;OF;5;PHI
4.8;2021;06/22/2021;43.65;Josh Fuentes (R);$3600;1B/3B;1B;3B
3.3;2021;06/22/2021;43.05;R. Torreyes (R);$2000;SS;8;PHI
4.8;2021;06/22/2021;42.40;K. Gutierrez (R);$2500;3B;6;KC
4.4;2021;06/22/2021;41.70;Nick Ahmed (R);$3200;SS;8;ARI
3.9;2021;06/22/2021;41.50;Bobby Dalbec (R);$2700;1B;9;BOS
4.8;2021;06/22/2021;40.75;S. Perez (R);$4900;C;3;KC
4.8;2021;06/22/2021;39.10;Nicky Lopez (L);$2000;2B/SS;2B;SS
3.9;2021;06/22/2021;38.85;Eric Hosmer (L);$4100;1B;6;SD
3.3;2021;06/22/2021;37.85;S. Castro (R);$3300;3B;6;WSH
3.9;2021;06/22/2021;37.75;Webster Rivas (R);$2100;C;8;SD
4.8;2021;06/22/2021;37.70;M. Taylor (R);$2000;OF;8;KC
3.3;2021;06/22/2021;35.20;Josh Harrison (R);$3500;2B;7;WSH
3.6;2021;06/22/2021;34.40;James McCann (R);$4200;C;5;NYM
5;2021;06/22/2021;31.70;Bobby Bradley (L);$4600;1B;5;CLE
3.3;2021;06/22/2021;29.45;Yan Gomes (R);$4400;C;5;WSH
3.8;2021;06/23/2021;83.20;Tim Anderson (R);$4300;SS;1;CWS
4.6;2021;06/23/2021;81.40;K. Schwarber (L);$4200;OF;1;WSH
3.1;2021;06/23/2021;80.75;Tyrone Taylor (R);$2800;OF;3;MIL
4.4;2021;06/23/2021;80.15;Dylan Carlson (S);$3600;OF;2;STL
4.4;2021;06/23/2021;80.00;P. Goldschmidt (R);$5000;1B;3;STL
3.1;2021;06/23/2021;79.75;Keston Hiura (R);$2700;1B;6;MIL
3.8;2021;06/23/2021;78.80;Jose Abreu (R);$4800;1B;3;CWS
4.7;2021;06/23/2021;77.85;Nomar Mazara (L);$2300;OF;5;DET
4.7;2021;06/23/2021;77.85;J. Candelario (S);$3200;3B;3;DET
4.4;2021;06/23/2021;77.60;Tyler O'Neill (R);$3700;OF;5;STL
4.2;2021;06/23/2021;77.60;Yonathan Daza (R);$3300;OF;2;COL
3.8;2021;06/23/2021;77.55;Jake Lamb (L);$2600;OF;4;CWS
4.6;2021;06/23/2021;77.45;Juan Soto (L);$5800;OF;3;WSH
4.6;2021;06/23/2021;77.20;Josh Bell (S);$4200;1B;4;WSH
4.2;2021;06/23/2021;76.85;Raimel Tapia (L);$4100;OF;1;COL
4.5;2021;06/23/2021;76.65;Bryce Harper (L);$5400;OF;3;PHI
4.5;2021;06/23/2021;76.55;O. Herrera (L);$4000;OF;1;PHI
3.8;2021;06/23/2021;76.45;Brian Goodwin (L);$3000;OF;6;CWS
3.1;2021;06/23/2021;76.20;Kolten Wong (L);$4700;2B;1;MIL
4.7;2021;06/23/2021;75.95;Willi Castro (S);$2400;2B;7;DET
3.8;2021;06/23/2021;75.90;Yoan Moncada (S);$4700;3B;2;CWS
4.5;2021;06/23/2021;75.50;Brad Miller (L);$3100;2B/OF;2B;OF
3.8;2021;06/23/2021;75.45;Luis Gonzalez (L);$2000;OF;8;CWS
4.7;2021;06/23/2021;75.35;Daz Cameron (R);$2000;OF;6;DET
4.4;2021;06/23/2021;75.25;Jake Bauers (L);$2200;1B/OF;1B;OF
4.4;2021;06/23/2021;74.90;Tommy Edman (S);$5300;OF;1;STL
4.2;2021;06/23/2021;74.75;C. Blackmon (L);$4900;OF;4;COL
4.5;2021;06/23/2021;74.60;Alec Bohm (R);$3600;3B;6;PHI
3.1;2021;06/23/2021;74.40;A. Garcia (R);$4600;OF;4;MIL
4.2;2021;06/23/2021;74.30;C.J. Cron (R);$4000;1B;5;COL
3.8;2021;06/23/2021;74.20;Y. Grandal (S);$4600;C;5;CWS
4.2;2021;06/23/2021;73.95;Trevor Story (R);$5600;SS;3;COL
4.6;2021;06/23/2021;73.45;Trea Turner (R);$6100;SS;2;WSH
4.5;2021;06/23/2021;73.30;Rhys Hoskins (R);$5200;1B;2;PHI
3.1;2021;06/23/2021;73.30;Luis Urias (R);$4500;2B/3B;2B;3B
4.6;2021;06/23/2021;72.65;Victor Robles (R);$2400;OF;8;WSH
4.4;2021;06/23/2021;72.45;J.P. Crawford (L);$3600;SS;1;SEA
4.4;2021;06/23/2021;72.35;Ty France (R);$3100;1B/3B;1B;3B
4.4;2021;06/23/2021;72.25;Paul DeJong (R);$3100;SS;8;STL
3.1;2021;06/23/2021;72.00;Willy Adames (R);$4400;SS;5;MIL
4.4;2021;06/23/2021;71.15;Nolan Arenado (R);$6000;3B;4;STL
4.7;2021;06/23/2021;70.95;Isaac Paredes (R);$2200;3B/SS;3B;SS
4.5;2021;06/23/2021;70.85;J.T. Realmuto (R);$5300;C;4;PHI
4.4;2021;06/23/2021;70.30;Kyle Seager (L);$4100;3B;3;SEA
4.4;2021;06/23/2021;69.75;M. Carpenter (L);$3600;1B/2B;1B;2B
4.6;2021;06/23/2021;69.60;Josh Harrison (R);$3500;2B;5;WSH
4.5;2021;06/23/2021;69.50;T. Jankowski (L);$2800;OF;7;PHI
4.7;2021;06/23/2021;69.40;Akil Baddoo (L);$2300;OF;1;DET
4.7;2021;06/23/2021;68.95;J. Schoop (R);$4900;1B/2B;1B;2B
4.4;2021;06/23/2021;68.60;Yadier Molina (R);$4000;C;6;STL
3.9;2021;06/23/2021;68.30;A. Dickerson (L);$4500;OF;2;SF
4.2;2021;06/23/2021;68.20;Luis Rengifo (S);$2400;3B/OF;3B;OF
4.8;2021;06/23/2021;68.05;B. Reynolds (S);$3500;OF;3;PIT
4.5;2021;06/23/2021;67.95;R. Torreyes (R);$2000;SS;8;PHI
4.4;2021;06/23/2021;67.70;Luis Torrens (R);$2100;C;6;SEA
4.2;2021;06/23/2021;67.20;A. Rendon (R);$4600;3B;3;LAA
4.4;2021;06/23/2021;66.95;Shed Long (L);$2600;2B/OF;2B;OF
4.2;2021;06/23/2021;65.40;B. Rodgers (R);$3300;2B/SS;2B;SS
4.8;2021;06/23/2021;65.10;Colin Moran (L);$2800;1B;4;PIT
3.8;2021;06/23/2021;64.95;Leury Garcia (S);$2800;3B/OF;3B;OF
3.1;2021;06/23/2021;64.45;Jace Peterson (L);$3200;2B/OF;2B;OF
